"Type Etablissement","AA","AB","AC","AD","AE","AF","AG","AH","AI","AJ","AK","AL","AM","AN","AO","AP","AQ","AR","AS","AU","AV","AX","AZ"
"pr",1475,735,315,2,6,54,3,850,378,39,6,0,19,0,6,490,0,9,0,0,0,113,0
"pr",2989,2421,550,203,512,380,266,1603,139,248,30,0,86,0,87,672,2,26,1,2,35,289,222
"pr",3301,1266,1241,178,770,551,635,1801,934,81,0,0,93,0,161,690,2,36,0,0,6,559,819
"pr",3512,894,772,88,239,155,124,1319,632,233,2,0,76,0,273,478,1,30,0,0,12,217,2
"pr",2344,380,770,5,104,234,40,743,1449,160,6,0,22,0,20,322,0,2,0,0,0,101,77
"pr",4126,462,4470,71,728,453,161,675,23,2531,3958,2523,128,3782,64,960,1,56,1,0,28,633,1342
"pr",2854,5017,1,14,44,356,2,2733,1844,137,0,0,21,0,47,1237,0,2,0,0,0,250,0
"pr",0,1979,0,28,4,1,0,0,6449,2,0,0,5,0,0,195,0,1,0,0,0,136,0
"pr",1767,28,259,42,41,14,44,592,5421,30,0,0,21,1,105,354,0,12,0,0,13,172,0
"pr",2243,4528,70,2233,2642,1110,512,784,86,92,0,0,240,5819,57,621,0,35,8,5,7,1437,1849
"pr",0,0,4678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pr",33,92,6,84,115,6,71,2,1,0,0,0,17,0,26,8,0,0,1,0,4,40,0
"pr",6083,2258,1182,179,1567,890,495,1670,520,1770,3145,1909,286,7953,79,889,0,63,0,0,4,667,1637
"pr",960,82,3,250,9,4,27,45,1710,2,0,0,12,0,37,232,0,5,2,0,158,894,0
"pr",2185,1451,646,20,3,82,2,1282,2484,44,0,0,18,0,41,933,0,3,0,0,0,110,0
"pr",4116,765,485,93,463,210,603,459,6,112,1073,0,161,735,70,348,0,42,1,0,24,603,514
"pr",6593,1919,4762,116,1074,1279,1009,995,1822,886,60,0,193,11,102,1874,1,71,2,0,9,1626,1461
"pr",16,7,26,69,868,139,119,4,1,0,0,0,13,0,24,24,0,8,1,0,5,73,1016
"pr",0,0,1773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pr",4127,2632,682,202,416,469,254,2431,1498,833,12,0,226,8,89,408,3,24,0,0,13,1688,1210
"pr",2060,925,521,62,82,239,53,502,937,233,395,213,87,0,33,258,0,8,0,0,14,186,0
"pr",1587,2022,434,79,737,187,17,704,821,189,9,0,64,1,21,308,2,15,0,1,1,157,0
"pr",2592,2138,2831,27,40,300,234,1225,1470,978,1242,0,95,4911,124,1217,1,17,0,0,1,360,0
"pr",3357,4937,3946,320,1600,1058,258,2344,2477,885,1379,1173,181,0,117,961,0,50,0,0,1,1468,3797
"pr",1439,793,1212,9,9,283,1,917,753,453,17,0,39,1,21,486,0,2,0,0,0,72,0
"pr",12,20,9,29,20,3,20,6,3,4,0,0,4,0,8,11,1,3,0,0,14,35,0
"pr",2504,2716,2333,141,675,277,320,553,746,516,84,0,261,2781,232,690,3,43,0,0,42,679,18
"pr",2020,2022,210,10,123,725,249,152,1529,28,0,0,28,1,59,176,0,3,0,2,0,189,53
"pr",2297,1359,58,4,62,269,1,805,1599,336,6,0,25,0,27,480,1,0,0,1,0,72,1
"pr",4033,39,932,117,27,178,144,1379,683,1071,2338,1444,50,3004,50,495,0,11,0,0,3,815,0
"pr",1062,2856,1487,86,8,2,3,1269,2845,687,16,0,29,0,14,204,0,7,0,0,1,289,0
"pr",5809,243,697,5,5,98,210,768,942,50,0,0,80,17,0,489,0,2,0,0,0,214,0
"pr",3682,1836,3449,20,80,794,85,1132,1128,696,1145,731,113,71,83,734,1,15,0,2,2,207,79
"pr",1008,952,764,28,301,967,77,466,2,1654,1407,948,47,0,76,222,0,2,0,0,0,505,115
"pr",2035,1043,244,9,52,38,61,330,883,152,0,0,26,0,2,568,0,5,0,0,1,159,1
"pr",2593,1634,669,8,28,166,54,852,1876,267,0,0,43,0,15,395,0,8,0,0,2,86,0
"pr",643,2629,1,8,9,17,4,2057,3853,166,0,0,31,0,72,527,0,3,0,0,0,130,0
"pr",1768,941,119,28,5,9,1,521,188,28,0,0,17,0,4,177,0,6,0,0,0,69,0
"pr",1475,111,752,26,204,714,283,1144,35,169,0,0,43,0,114,1092,0,16,0,0,2,319,105
"pr",2989,1401,552,3,31,172,8,323,579,58,0,0,53,1350,69,343,0,8,0,1,0,159,0
"pr",2713,2155,2261,30,80,83,4,980,1480,382,656,494,41,3985,102,765,0,17,0,1,1,315,1
"pr",3838,2734,1005,24,266,175,621,813,2124,134,0,0,94,0,410,310,0,13,0,0,7,556,7
"pr",3113,66,2530,3,50,246,27,914,9,1281,1440,830,47,0,128,571,0,27,0,0,0,935,8
"pr",3599,830,709,50,216,379,186,213,485,289,1007,528,180,4423,90,978,1,39,0,0,5,600,72
"pr",2613,940,688,50,391,631,162,1279,311,140,25,0,56,0,98,1140,0,11,0,0,13,372,915
"pr",2396,1331,715,26,456,76,121,571,878,215,699,236,38,0,24,459,5,9,0,0,2,263,89
"pr",1959,597,1077,219,363,34,183,476,234,64,409,257,54,1,56,251,10,47,0,5,158,571,0
"pr",4,10,0,2,0,0,3,1521,1922,12,1,0,6,0,17,450,0,1,0,0,0,9,0
"pr",2154,1484,51,3,49,43,66,186,217,200,4,0,43,4,133,175,0,5,0,0,1,105,0
"pr",2439,974,1472,15,93,49,69,142,9,154,1,0,77,55,20,265,0,22,0,1,10,241,0
"pr",3660,2149,1402,137,138,594,180,1882,4425,778,4020,2966,53,0,102,1224,1,35,0,0,12,285,40
"pr",3099,3286,905,116,218,276,274,1543,16,691,49,0,117,0,289,375,0,22,0,0,32,495,7
"pr",3636,1605,939,99,107,299,67,971,2068,831,2,0,193,6160,82,1105,2,85,0,0,7,889,0
"pr",2875,1358,998,284,75,204,952,1316,41,114,5,0,169,1189,284,919,0,10,0,0,38,1331,3
"pr",2022,5397,494,293,1013,517,126,457,400,110,0,0,65,0,22,1289,7,9,0,0,57,377,1960
"pr",3041,806,1252,26,34,798,156,357,1473,235,25,0,19,1,10,407,0,2,0,1,0,137,0
"pr",3011,1250,630,12,31,123,33,849,1005,304,5,0,93,886,46,348,0,4,0,0,0,192,0
"pr",110,64,3,21,2,2,23,2,0,1,0,0,31,7438,8,2,0,4,0,0,1,915,0
"pr",9,8,0,7,4,17,0,2225,674,0,0,0,21,5,38,456,0,1,0,0,11,57,0
"pr",3341,1923,2236,34,31,299,5,129,1524,94,0,0,35,1,35,137,0,4,0,1,0,179,16
"pr",2583,1763,2071,57,65,865,544,1295,182,1437,2521,1282,77,338,70,1029,3,13,0,0,1,360,96
"pr",3046,1257,1172,11,14,226,177,1095,1407,349,5,0,51,0,86,634,0,13,0,0,1,316,0
"pr",3236,1073,358,39,228,124,188,337,287,118,1,0,60,1032,37,218,0,9,0,0,9,389,0
"pr",3597,1495,1682,88,318,1131,193,1490,853,1386,206,0,259,6939,207,604,0,36,0,0,5,524,121
"pr",2814,1232,949,46,152,368,2,480,1457,397,3,0,8,0,14,253,0,13,0,0,1,271,97
"pr",2874,1886,81,59,0,5,3,353,1476,277,10,0,5,0,2,245,0,7,0,0,1,32,0
"pr",0,0,975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pr",2069,2187,31,17,17,99,173,803,1,18,1,0,22,1,11,183,0,5,0,0,0,60,1
"pr",7090,4518,3499,66,647,1465,603,2591,1752,927,0,0,156,4808,161,1326,0,33,0,0,0,1402,1029
"pr",0,0,611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pr",0,0,318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pr",1666,774,558,2,32,370,27,882,495,716,1157,843,8,0,0,82,0,7,0,0,0,127,28
"pr",5256,1548,1535,14,147,1049,68,624,162,1968,2915,2515,43,908,80,844,1,6,0,0,0,221,148
"pr",911,684,191,1,9,178,0,1049,12,216,14,0,17,0,1,69,0,1,0,0,0,21,0
"pr",4150,1052,1511,6,34,369,138,1181,873,412,6,0,57,0,17,730,0,4,0,0,0,87,5
"pr",2360,3012,882,139,567,403,752,918,1573,253,137,0,82,0,60,206,0,8,0,0,2,1467,12
"pr",5622,16,7,20,284,18,555,3343,523,75,17,0,69,2058,40,485,0,16,0,0,0,488,7
"pr",4578,1534,1516,30,45,529,46,640,391,405,4,0,113,6913,6,399,0,37,0,0,2,1131,23
"pr",2438,1391,268,25,719,304,105,998,1240,177,1,0,22,0,15,764,0,14,0,0,0,295,464
"pr",3276,1223,2559,5,34,255,12,1532,1930,314,22,0,67,1530,16,298,0,25,0,0,13,297,0
"pr",15,9,46,63,871,62,157,4,1,1,0,0,21,0,36,8,0,13,1,0,1,57,84
"pr",0,0,1734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pr",4174,738,753,30,303,901,108,450,1208,645,889,637,128,961,66,1069,4,30,0,0,101,871,37
"pr",1889,60,820,17,204,398,500,2323,2137,1154,1890,971,133,5372,248,1348,0,15,0,0,0,951,8
"pr",620,557,565,4,8,293,0,296,294,324,0,0,14,0,7,269,0,0,0,0,0,36,0
"pr",2195,1797,1784,16,50,122,11,946,3161,895,1463,1072,133,1151,120,169,0,16,0,0,0,152,0
"pr",4254,2296,129,40,107,1354,447,1993,1374,130,0,0,60,593,94,1341,0,9,0,0,1,146,60
"pr",0,2104,0,3,0,0,2,0,1742,0,0,0,1,0,0,51,0,4,0,0,0,56,0
"pr",0,0,531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pr",3119,74,151,34,315,1332,1089,2127,11,1031,72,0,54,1,44,552,0,8,0,0,0,333,654
"pr",5729,2906,2372,27,64,88,9,2145,872,492,2934,2212,66,0,33,1373,1,18,0,0,2,844,0
"pr",1854,1089,273,20,21,158,143,921,1172,175,63,0,53,1253,34,548,0,7,0,0,0,311,0
"pr",1585,20,0,1,1,442,0,1249,617,0,0,0,1,0,0,273,0,0,0,0,0,5,0
"pr",4401,726,558,157,763,644,375,1023,20,670,1638,671,288,2975,113,515,0,41,1,0,81,1014,518
"pr",4245,2015,61,178,1451,1370,1445,1483,1709,80,1,0,138,4,165,299,0,19,0,0,30,1202,2119
"pr",1820,705,264,29,12,63,83,723,832,162,64,0,20,0,34,442,2,6,0,0,15,136,0
"pr",843,1062,3,2,1,0,0,738,2012,17,14,0,19,0,0,352,1,0,0,0,0,27,0
"pr",30,4,0,5,3,1,8,1,0,0,0,0,300,5431,5,0,0,6,0,0,2,233,0
"pr",3646,1429,2318,96,21,96,7,416,1314,898,1732,968,55,0,82,1015,0,22,0,0,2,293,0
"pr",4824,4585,2257,161,96,48,90,2371,1060,1062,2755,1879,87,2,133,995,0,10,0,0,3,368,0
"pr",0,4,0,0,0,0,0,1207,3888,0,0,0,1,0,3,27,0,4,0,0,0,62,0
"pr",4977,1747,5147,73,429,689,468,2027,2021,2093,1824,1220,278,1775,244,880,0,44,1,1,23,1146,55
"pr",1940,873,168,59,177,992,25,1878,12,1046,5021,3447,68,0,181,206,0,5,0,0,0,299,809
"pr",1552,3641,649,7,12,32,176,1721,735,1234,8,0,16,0,9,1204,0,21,0,0,2,191,0
"pr",6132,595,922,71,113,98,123,2304,318,440,30,0,97,947,125,599,0,14,1,0,9,478,5
"pr",4456,1019,1896,365,3871,647,2044,41,2123,128,0,0,387,10948,422,149,0,82,2,0,24,1515,7494
"pr",6409,9323,808,831,797,795,974,1581,1946,932,1588,1091,268,3166,707,1044,2,68,0,14,38,991,455
"pr",2842,4616,1683,398,347,467,439,680,1610,746,590,109,135,4056,53,894,1,48,3,1,149,1546,564
"pr",900,73,26,174,320,16,314,1,1,3,0,0,49,0,23,11,0,16,2,0,58,234,0
"pr",6,1,1,5,7,3,11,0,0,0,0,0,2,0,10,1,0,1,0,0,5,151,0
"pr",4152,2583,3238,98,185,68,150,1527,621,1295,4964,3601,60,0,228,904,0,26,1,0,24,601,29
"pr",7383,8028,1891,1639,801,710,977,1815,1403,618,8,0,313,2219,417,2090,0,61,0,3,68,1603,662
"pr",6092,1152,2557,55,543,658,811,1189,1035,523,992,557,190,2909,99,467,1,42,0,1,17,648,155
"pr",207,285,116,525,284,41,338,12,2,6,0,0,115,1,98,106,1,33,0,0,101,433,0
"pr",68,28,1356,28,92,30,36,5,4,0,0,0,27,1,41,6,0,16,0,0,1,191,7
"pr",17,152,0,42,17,43,15,210,15,22,0,0,9,0,22,743,0,3,0,0,0,37,0
"pr",0,0,1459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pr",2401,1220,1523,28,30,457,66,946,856,187,32,0,45,535,36,635,1,9,0,0,1,166,24
"pr",29,1,4738,1,1,1,2,0,0,213,0,0,10,0,2,4,0,11,0,0,0,98,6
"pr",17,1179,64,8,22,57,13,160,612,425,13,0,6,0,0,214,0,0,0,0,0,37,0
"pr",1004,68,2789,30,1682,462,37,2479,8,318,0,0,160,0,62,231,0,25,0,0,2,246,2418
"pr",2301,25,0,0,1,0,0,809,1679,34,0,0,10,0,1,107,0,21,2,0,0,51,0
"pr",2404,907,996,30,93,749,65,1093,15,1880,69,0,174,7051,29,840,0,25,0,0,0,295,196
"pr",17,166,37,6,38,1,2,3920,3888,589,335,0,31,0,13,1462,1,4,0,0,1,140,0
"pr",581,389,0,0,0,0,0,473,2741,0,0,0,1,0,2,20,0,0,0,0,0,15,0
"pr",1553,1356,543,16,127,280,7,1121,674,381,1,0,31,709,22,377,0,5,0,0,0,97,17
"pr",199,1812,200,16,11,360,61,922,9,154,612,360,16,0,8,290,0,9,0,0,0,103,15
"pr",3138,1646,342,7,11,211,1,795,1812,221,0,0,7,0,9,94,0,6,0,0,0,148,0
"pr",4634,321,1752,151,396,127,208,412,12,640,841,617,65,2009,172,476,1,38,0,0,87,1123,0
"pr",0,4004,0,2,0,0,0,3,0,0,0,0,1,0,0,4,0,8,0,0,0,30,0
"pr",1952,132,14,511,905,14,159,770,20,1,0,0,77,66,17,51,0,19,2,0,11,840,1337
"pr",2393,1499,59,237,508,221,811,5,11,10,6,0,133,693,405,21,0,31,1,1,150,320,12
"pr",0,0,763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pr",0,0,804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pr",5116,1376,6250,242,1654,664,1290,1775,8,1322,5790,3419,692,9803,511,311,0,102,2,1,43,2128,354
"pr",0,3,0,0,0,0,0,0,6627,0,0,0,0,0,0,1,0,2,1,0,0,6,0
"pr",1819,8228,332,261,241,504,40,327,472,719,1288,1075,98,172,131,1459,2,39,0,0,13,600,2056
"pr",2130,874,816,32,157,77,100,1030,577,161,3,0,167,1246,99,446,1,16,0,0,19,241,0
"pr",2188,2644,317,52,77,853,42,2610,234,331,22,0,46,297,70,515,0,10,0,0,4,1319,95
"pr",2798,3134,1159,49,39,18,30,1328,11,2470,1945,1105,92,2,38,1050,0,18,0,0,25,286,0
"pr",0,0,1399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pr",1340,1196,184,9,319,313,396,1373,2080,1124,2262,1501,72,2620,14,837,1,8,0,0,8,1357,6
"pr",3724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
"pr",6118,3630,2402,1140,1695,804,554,38,6,412,1,0,100,1,47,167,0,33,1,0,28,807,3294
"pr",0,0,955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pr",2560,660,852,5,49,208,3,556,992,170,0,0,15,449,15,697,1,7,0,0,0,129,0
"pr",4156,1539,2099,26,484,435,587,336,14,199,8,0,63,2413,109,773,1,27,0,0,1,549,27
"pr",666,1220,0,7,33,1,53,3261,1593,27,0,0,15,0,75,160,0,4,0,0,1,461,0
"pr",736,534,127,68,167,50,362,89,167,82,11,0,30,0,34,328,16,23,0,1,30,500,0
"pr",2367,994,158,54,59,160,183,242,741,71,8,0,38,0,58,874,17,4,0,0,28,470,0
"pr",2,0,0,1,10,1,413,3,0,0,0,0,3,0,3,0,0,3,0,0,0,96,0
"pr",3578,3267,1288,50,15,473,10,2628,1740,251,5,0,38,651,61,637,0,16,0,0,1,212,0
"pr",2961,2035,2664,388,635,729,724,1602,688,212,1,0,433,2660,101,1085,0,74,2,0,201,1276,1346
"pr",2329,3366,277,154,96,248,639,771,12,1315,4331,2319,185,3273,98,1117,1,29,0,0,10,832,0
"pr",123,4038,295,95,57,80,36,1030,5784,2230,5834,3101,77,5815,28,668,0,15,0,1,7,552,0
"pr",713,617,132,22,96,57,62,113,11,7,1,0,24,20,9,342,0,7,0,0,6,87,0
"pr",1402,900,470,153,151,100,156,501,570,189,478,301,61,0,61,398,2,27,0,1,47,309,0
"pr",2195,182,1,2,3,93,47,545,783,20,7,0,7,0,0,304,0,0,0,0,0,16,0
"pr",2850,1008,424,9,50,221,151,1105,1010,408,885,498,85,0,73,1111,0,6,0,0,0,184,1
"pr",14,5,4554,6,26,4,11,0,0,1,0,0,6,1,13,5,0,14,0,0,1,52,0
"pr",12767,7273,3100,257,247,1986,882,4066,836,2187,5917,2834,213,7349,448,2148,1,50,0,0,25,806,270
"pr",3109,1030,1550,11,42,118,143,1154,1492,208,0,0,29,1419,71,482,0,5,0,0,0,248,2
"pr",1407,22,11,33,1020,65,1694,794,4667,80,0,0,50,1066,19,750,0,15,0,1,799,930,2402
"pr",5667,3464,2299,386,381,1240,30,1962,3696,89,0,0,280,2105,87,375,0,22,0,0,3,1171,103
"pr",4152,1519,1816,33,257,238,154,1553,1011,396,630,360,84,168,51,399,0,29,0,0,1,667,1
"pr",0,0,1256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pr",2,0,1,13,0,28,1,0,1,0,0,0,0,0,627,7,0,1,0,0,2,29,0
"pr",4824,2492,471,37,102,489,107,1337,2353,158,0,0,61,896,102,506,0,15,0,0,4,347,0
"pr",2457,1102,264,33,46,114,2,477,458,427,31,0,25,0,12,379,0,12,0,0,0,101,0
"pr",2541,2617,1200,68,2837,629,182,736,2964,77,3,0,83,0,76,281,0,14,0,0,7,315,2807
"pr",3510,1802,2383,103,110,438,189,756,132,673,9,0,106,1687,100,924,0,51,0,1,41,692,64
"pr",780,848,1409,9,17,27,9,2772,569,152,0,0,28,1,7,127,0,11,0,0,1,213,0
"pr",877,1892,383,117,8,217,193,1269,744,75,0,0,23,0,56,292,0,6,0,0,0,123,0
"pr",667,553,130,296,169,234,1808,1383,304,85,0,0,211,4510,40,187,0,30,1,0,87,1549,0
"pr",12,1,161,0,1,0,1,1,0,1999,3599,2858,56,0,0,90,0,5,0,0,6,163,0
"pr",4107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pr",637,1133,1909,0,12,84,148,604,1230,297,2296,1514,14,1,1,417,0,12,0,0,0,150,0
"pr",203,2038,73,1,2,182,0,2273,293,127,40,0,9,0,3,1014,0,5,0,0,0,46,0
"pr",4292,1284,409,194,223,128,109,1454,347,168,27,0,66,0,13,618,6,17,0,1,9,245,0
"pr",2343,1326,670,39,99,139,165,508,329,290,1204,861,41,5,64,628,26,18,0,0,9,263,8
"pr",6635,3457,2330,60,14,243,52,1889,2976,129,0,0,46,0,19,711,0,30,0,0,1,748,0
"pr",5692,3212,1423,24,57,163,517,1558,865,784,1912,1509,112,0,91,338,1,10,0,0,1,413,0
"pr",7403,2210,1101,247,1226,810,873,2892,2086,3785,3784,3192,116,0,197,632,0,25,0,0,0,404,1785
"pr",841,1284,36,2,34,22,1,528,345,12,0,0,1,0,4,159,0,0,0,0,0,46,0
"pr",1736,847,1640,5,39,191,208,1193,466,212,1,0,37,2,40,373,1,13,0,0,1,91,2
"pr",668,1198,1271,25,6,26,15,742,6,123,1,0,29,0,54,203,0,5,0,1,11,133,0
"pr",236,0,0,0,0,0,0,1054,1830,0,0,0,0,0,0,6,0,0,0,0,0,1,0
"pr",2486,6,4,24,8,116,142,1487,1125,37,0,0,18,0,27,74,0,1,0,0,0,287,0
"pr",2749,1277,1086,30,33,528,139,127,5,552,5,0,52,3,161,575,0,5,0,1,0,525,10
"pr",1804,1091,342,157,724,107,435,364,869,61,16,0,108,373,131,506,2,49,1,1,73,524,32
"pr",0,41,7,1,0,0,2,0,1,1,0,0,1,0,3,4,0,0,0,0,0,10,0
"pr",5014,2279,2095,45,53,714,500,1374,1588,741,913,663,239,5168,128,239,0,32,0,0,16,599,22
"pr",2458,1663,648,12,32,260,114,1485,427,440,1107,0,68,0,46,945,0,16,0,1,0,218,1
"pr",6229,2404,2355,104,1409,786,646,2960,4891,1622,2905,1917,137,1592,135,671,1,49,0,0,20,2850,777
"pr",4694,3368,1910,23,43,790,53,1739,2923,480,7,0,73,6,55,952,3,2,0,0,1,323,0
"pr",6126,2906,1827,163,84,547,80,1556,1038,655,70,0,92,1,145,871,2,7,1,2,9,168,40
"pr",1156,700,212,13,34,288,14,723,787,199,4,0,51,12,26,469,0,5,0,0,1,78,9
"pr",2858,319,1252,14,149,132,35,317,695,121,2,0,78,101,18,193,0,6,1,0,17,361,0
"pr",2383,1587,427,20,52,174,22,775,696,103,2,0,19,0,19,900,1,13,0,1,0,180,0
"pr",527,1528,317,1047,141,170,14,2149,33,1874,1908,1392,27,1,149,1469,0,12,0,0,55,3131,0
"pr",11,0,3711,2,3,0,0,0,0,431,0,0,1,0,2,7,0,12,0,0,0,508,0
"pr",5213,9528,7,271,3,268,0,851,9,30,0,0,38,0,0,1730,3,25,0,0,0,419,0
"pr",118,74,32,229,81,59,330,5,24,0,3,0,156,22,161,54,0,52,0,0,248,367,0
"pr",0,6,0,2,5,0,0,1,13074,0,0,0,4,0,0,90,0,1,0,0,0,62,0
"pr",3373,1464,2052,29,645,698,836,1098,1401,611,3,0,50,0,10,402,0,10,0,0,2,685,330
"pr",0,0,1401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pr",224,1027,11,143,6,5,85,34,1,7,0,0,189,16642,38,3,0,31,0,0,14,463,0
"pr",3862,578,1990,17,109,893,1035,1131,1064,90,0,0,118,0,119,240,0,22,1,0,24,600,111
"pr",7705,2234,7,16,14,20,56,7543,508,365,0,0,146,0,27,2726,1,4,0,0,4,306,0
"pr",19,4325,471,8,22,29,4,4378,7965,3538,7719,5074,46,0,39,348,0,17,0,0,1,709,0
"pr",0,0,1004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pr",9674,6052,140,330,2054,2142,806,5747,2113,1016,2,0,279,19,388,1277,1,54,0,1,39,1313,3315
"pr",2793,2793,1364,47,151,502,327,1648,1806,889,103,0,75,0,48,960,1,37,0,0,21,500,65
"pr",3083,1555,106,42,48,112,131,335,1462,75,0,0,44,2440,13,498,0,14,0,5,2,180,4
"pr",3418,1350,1656,108,75,1495,37,337,1519,678,2,0,60,0,87,871,0,26,0,0,13,279,90
"pr",28,9,6,9,4,3,33,2,0,0,0,0,28,5398,39,1,0,8,0,0,1,446,0
"pr",2076,119,68,154,1809,84,393,11,2,6,4,0,142,126,1107,35,0,54,0,0,121,2124,2249
"pr",3052,5709,529,118,39,314,328,1169,1719,586,1953,1637,65,2,29,2817,34,36,0,0,0,559,0
"pr",0,0,1243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pr",1891,1801,643,9,128,177,82,676,787,20,0,0,28,147,43,306,0,3,0,0,0,256,1
"pr",0,0,385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pr",0,0,687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pr",0,0,878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pr",1064,268,200,55,118,20,6,556,750,123,62,0,13,0,23,103,1,3,0,0,0,96,0
"pr",1564,651,125,9,263,63,71,508,878,76,1,0,23,652,44,295,1,7,0,0,2,180,1
"pr",5559,2479,3588,322,1493,1413,1020,1675,2587,1321,2906,1263,275,3,285,1983,4,76,0,2,19,1645,1258
"pr",1018,891,378,0,36,70,5,290,457,110,18,0,14,0,0,112,0,3,0,0,0,127,1
"pr",857,5,0,1,3,0,0,614,645,12,0,0,1,0,0,164,2,0,0,0,0,36,0
"pr",3212,1972,978,4,5,86,97,1064,1423,273,2,0,100,0,9,1092,0,18,0,0,3,214,0
"pr",0,0,0,0,0,0,0,0,0,0,0,0,0,4122,0,0,0,0,0,0,0,0,0
"pr",1116,556,75,30,351,205,179,268,204,5,0,0,30,0,26,328,3,1,0,0,8,166,1
"pr",2237,220,422,0,1,61,23,1066,493,0,0,0,6,0,0,277,0,0,0,0,0,18,0
"pr",3061,57,166,63,629,1775,430,267,2,99,4,0,230,110,216,199,0,4,0,0,5,501,265
"pr",1261,240,771,9,243,33,45,588,1020,585,941,660,54,0,47,237,0,12,1,0,4,246,1
"pr",1350,955,295,2,15,23,28,829,381,88,4,0,22,0,48,437,0,7,0,0,2,136,0
"pr",1400,1912,553,26,16,28,8,210,0,29,2,0,9,1,12,633,0,11,0,1,0,115,0
"pr",4833,1777,3493,90,111,835,359,2625,1911,1155,1471,1273,407,2787,252,797,0,43,0,0,8,327,17
"pr",2854,802,839,26,242,62,93,1320,1632,671,1060,835,50,0,101,549,0,11,0,0,11,361,1
"pr",173,7431,2,492,28,3,27,549,0,0,0,0,7,0,3,232,3,10,0,1,16,401,0
"pr",2815,73,872,70,324,56,137,1164,1537,617,1094,871,76,0,139,213,0,22,0,0,15,444,0
"pr",0,0,1367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pr",0,2276,0,70,0,0,0,0,0,0,0,0,0,0,0,148,0,0,0,0,0,69,0
"pr",2043,1017,555,16,104,463,56,1185,33,297,1,0,131,2702,64,740,3,22,0,1,2,528,4
"pr",2,7,216,0,3,2,0,0,11,2,0,0,2,0,0,129,0,2,0,0,0,32,0
"pr",1305,900,825,3,24,503,1,625,336,338,2,0,46,1,31,634,1,17,0,0,2,211,0
"pr",524,4,0,1,571,83,182,151,3998,7,0,0,3,0,22,25,0,0,0,0,0,45,0
"pr",1212,918,527,13,7,54,5,314,430,358,1044,743,34,0,1,388,0,2,0,0,11,163,0
"pr",2235,1476,1108,31,121,665,172,1342,1402,1040,68,0,74,0,45,516,0,15,0,0,0,381,79
"pr",5712,3851,2330,436,702,1162,1113,2814,1109,2650,2758,2282,311,5726,207,696,0,43,1,0,33,1788,1245
"pr",5388,2517,154,186,522,1450,494,2134,1763,1208,2404,1620,95,2,41,1265,4,60,0,1,6,1141,767
"pr",2340,1649,334,9,25,206,7,417,409,314,17,0,39,724,27,372,0,3,0,0,0,186,0
"pr",2791,1502,889,34,187,199,248,636,4,480,831,459,94,364,14,713,16,18,0,0,1,486,0
"pr",514,343,97,1,5,61,2,100,103,91,0,0,2,0,11,62,0,0,0,0,0,40,0
"pr",3431,2387,2523,23,24,310,401,506,1236,369,60,0,86,6147,30,509,0,11,0,0,1,1875,0
"pr",829,1695,145,33,32,117,20,246,223,102,2,0,9,0,8,211,5,6,0,1,0,98,13
"pr",1747,782,370,10,47,492,30,483,530,295,1,0,54,1136,65,144,0,4,0,0,0,241,54
"pr",1525,866,1847,50,326,526,175,787,250,280,11,0,63,2676,97,168,0,22,0,0,2,303,37
"pr",0,0,426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pr",4588,1589,2457,115,349,1037,141,867,791,957,16,0,136,2942,172,871,1,27,0,0,4,975,149
"pr",2665,1332,725,46,8,199,62,811,647,97,0,0,34,0,26,384,0,1,0,0,0,127,0
